Type_Name	ASN1_Type	Parent_Type	Tag/ID	Field_Name	IE_Type	Criticality	Optional	Extensible	Min_Value	Max_Value
RICsubscriptionFailure	SEQUENCE	RICsubscriptionFailure		ID	id-Cause					
RICsubscriptionFailure	SEQUENCE	RICsubscriptionFailure		ID	id-CriticalityDiagnostics					
RICsubscriptionFailure	SEQUENCE	RICsubscriptionFailure		2025	by					
RICsubscriptionFailure	SEQUENCE	RICsubscriptionFailure		---	RIC					
RICsubscriptionFailure	SEQUENCE	RICsubscriptionFailure		---	RIC					
RICsubscriptionAuditRequest	SEQUENCE	RICsubscriptionAuditRequest		protocolIEs	ProtocolIE-Container					
RICsubscriptionAuditRequest	SEQUENCE	RICsubscriptionAuditRequest		RICsubscriptionAuditRequest-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionAuditRequest	SEQUENCE	RICsubscriptionAuditRequest		ID	id-RICrequestID					
RICsubscriptionAuditRequest	SEQUENCE	RICsubscriptionAuditRequest		ID	id-RICsubscriptionAuditFlag					
RICsubscriptionAuditRequest	SEQUENCE	RICsubscriptionAuditRequest		ID	id-RICsubscriptionAuditList					
RICsubscriptionAuditList	SEQUENCE	RICsubscriptionAuditList		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionAuditList	SEQUENCE	RICsubscriptionAuditList		RICsubscriptionAudit-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscriptionAuditList	SEQUENCE	RICsubscriptionAuditList		ID	id-RICsubscriptionAudit-Item				1	
RICsubscriptionAudit-Item	SEQUENCE	RICsubscriptionAudit-Item		ricRequestID	RICrequestID					
RICsubscriptionAudit-Item	SEQUENCE	RICsubscriptionAudit-Item		ranFunctionID	RANfunctionID					
RICsubscriptionAudit-Item	SEQUENCE	RICsubscriptionAudit-Item		---	RIC					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		protocolIEs	ProtocolIE-Container					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		RICsubscriptionAuditResponse-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		ID	id-RICrequestID					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		PRESENCE	mandatory					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		ID	id-RICsubscriptionAuditConfirmedList					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		RICsubscriptionAuditActionList	PRESENCE					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		ID	id-RICsubscriptionAuditUnkownList					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		PRESENCE	optional					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		ID	id-RICsubscriptionAuditMissingList					
RICsubscriptionAuditResponse	SEQUENCE	RICsubscriptionAuditResponse		RICsubscriptionAuditActionList	PRESENCE					
RICsubscriptionAuditActionList	SEQUENCE	RICsubscriptionAuditActionList		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionAuditActionList	SEQUENCE	RICsubscriptionAuditActionList		RICsubscriptionAuditAction-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscriptionAuditActionList	SEQUENCE	RICsubscriptionAuditActionList		ID	id-RICsubscriptionAuditAction-Item				1	
RICsubscriptionAuditActionList	SEQUENCE	RICsubscriptionAuditActionList		PRESENCE	mandatory				1	
RICsubscriptionAuditActionList	SEQUENCE	RICsubscriptionAuditActionList		2025	by				1	
RICsubscriptionAuditAction-Item	SEQUENCE	RICsubscriptionAuditAction-Item		ricRequestID	RICrequestID					
RICsubscriptionAuditAction-Item	SEQUENCE	RICsubscriptionAuditAction-Item		ranFunctionID	RANfunctionID					
RICsubscriptionAuditAction-Item	SEQUENCE	RICsubscriptionAuditAction-Item		ricAction-Admitted-List	RICaction-Admitted-List					
RICsubscriptionAuditAction-Item	SEQUENCE	RICsubscriptionAuditAction-Item		---	RIC					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		protocolIEs	ProtocolIE-Container					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		RICsubscriptionAuditFailure-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		ID	id-RICrequestID					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		ID	id-Cause					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		ID	id-CriticalityDiagnostics					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		---	RIC					
RICsubscriptionAuditFailure	SEQUENCE	RICsubscriptionAuditFailure		---	RIC					
RICsubscriptionDeleteRequest	SEQUENCE	RICsubscriptionDeleteRequest		protocolIEs	ProtocolIE-Container					
RICsubscriptionDeleteRequest	SEQUENCE	RICsubscriptionDeleteRequest		RICsubscriptionDeleteRequest-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionDeleteRequest	SEQUENCE	RICsubscriptionDeleteRequest		ID	id-RICrequestID					
RICsubscriptionDeleteRequest	SEQUENCE	RICsubscriptionDeleteRequest		ID	id-RANfunctionID					
RICsubscriptionDeleteRequest	SEQUENCE	RICsubscriptionDeleteRequest		---	RIC					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		protocolIEs	ProtocolIE-Container					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		RICsubscriptionDeleteResponse-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		ID	id-RICrequestID					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		ID	id-RANfunctionID					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		2025	by					
RICsubscriptionDeleteResponse	SEQUENCE	RICsubscriptionDeleteResponse		---	RIC					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		protocolIEs	ProtocolIE-Container					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		RICsubscriptionDeleteFailure-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		ID	id-RICrequestID					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		ID	id-RANfunctionID					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		ID	id-Cause					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		ID	id-CriticalityDiagnostics					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		---	RIC					
RICsubscriptionDeleteFailure	SEQUENCE	RICsubscriptionDeleteFailure		---	RIC					
RICsubscriptionDeleteRequired	SEQUENCE	RICsubscriptionDeleteRequired		protocolIEs	ProtocolIE-Container					
RICsubscriptionDeleteRequired	SEQUENCE	RICsubscriptionDeleteRequired		RICsubscriptionDeleteRequired-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionDeleteRequired	SEQUENCE	RICsubscriptionDeleteRequired		ID	id-RICsubscriptionToBeRemoved					
RICsubscriptionDeleteRequired	SEQUENCE	RICsubscriptionDeleteRequired		PRESENCE	mandatory					
RICsubscription-List-withCause	SEQUENCE	RICsubscription-List-withCause		OF	ProtocolIE-SingleContainer				1	
RICsubscription-List-withCause	SEQUENCE	RICsubscription-List-withCause		RICsubscription-withCause-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscription-List-withCause	SEQUENCE	RICsubscription-List-withCause		ID	id-RICsubscription-withCause-Item				1	
RICsubscription-List-withCause	SEQUENCE	RICsubscription-List-withCause		PRESENCE	mandatory				1	
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		ricRequestID	RICrequestID					
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		ranFunctionID	RANfunctionID					
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		cause	Cause					
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		---	RIC					
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		---	RIC					
RICsubscription-withCause-Item	SEQUENCE	RICsubscription-withCause-Item		2025	by					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		RICsubscriptionModificationRequest-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RICrequestID					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		PRESENCE	mandatory					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RANfunctionID					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		PRESENCE	mandatory					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RICeventTriggerDefinitionToBeModified					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		PRESENCE	optional					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RICactionsToBeRemovedForModification-List					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RICactionsToBeModifiedForModification-List					
RICsubscriptionModificationRequest	SEQUENCE	RICsubscriptionModificationRequest		ID	id-RICactionsToBeAddedForModification-List					
RICactions-ToBeRemovedForModification-List	SEQUENCE	RICactions-ToBeRemovedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-ToBeRemovedForModification-List	SEQUENCE	RICactions-ToBeRemovedForModification-List		RICaction-ToBeRemovedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ToBeRemovedForModification-List	SEQUENCE	RICactions-ToBeRemovedForModification-List		ID	id-RICaction-ToBeRemovedForModification-Item				1	
RICaction-ToBeRemovedForModification-Item	SEQUENCE	RICaction-ToBeRemovedForModification-Item		ricActionID	RICactionID					
RICactions-ToBeModifiedForModification-List	SEQUENCE	RICactions-ToBeModifiedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-ToBeModifiedForModification-List	SEQUENCE	RICactions-ToBeModifiedForModification-List		RICaction-ToBeModifiedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ToBeModifiedForModification-List	SEQUENCE	RICactions-ToBeModifiedForModification-List		ID	id-RICaction-ToBeModifiedForModification-Item				1	
RICaction-ToBeModifiedForModification-Item	SEQUENCE	RICaction-ToBeModifiedForModification-Item		ricActionID	RICactionID					
RICaction-ToBeModifiedForModification-Item	SEQUENCE	RICaction-ToBeModifiedForModification-Item		ricActionDefinition	RICactionDefinition		YES			
RICaction-ToBeModifiedForModification-Item	SEQUENCE	RICaction-ToBeModifiedForModification-Item		ricActionExecutionOrder	RICactionExecutionOrder		YES			
RICaction-ToBeModifiedForModification-Item	SEQUENCE	RICaction-ToBeModifiedForModification-Item		ricSubsequentAction	RICsubsequentAction		YES			
RICactions-ToBeAddedForModification-List	SEQUENCE	RICactions-ToBeAddedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-ToBeAddedForModification-List	SEQUENCE	RICactions-ToBeAddedForModification-List		RICaction-ToBeAddedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ToBeAddedForModification-List	SEQUENCE	RICactions-ToBeAddedForModification-List		ID	id-RICaction-ToBeAddedForModification-Item				1	
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		ricActionID	RICactionID					
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		ricActionType	RICactionType					
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		ricActionDefinition	RICactionDefinition					
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		ricActionExecutionOrder	RICactionExecutionOrder					
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		ricSubsequentAction	RICsubsequentAction		YES			
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		2025	by					
RICaction-ToBeAddedForModification-Item	SEQUENCE	RICaction-ToBeAddedForModification-Item		---	RIC					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		RICsubscriptionModificationResponse-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICrequestID					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		PRESENCE	mandatory					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RANfunctionID					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		PRESENCE	mandatory					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsRemovedForModification-List					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsFailedToBeRemovedForModification-List					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsModifiedForModification-List					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsFailedToBeModifiedForModification-List					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsAddedForModification-List					
RICsubscriptionModificationResponse	SEQUENCE	RICsubscriptionModificationResponse		ID	id-RICactionsFailedToBeAddedForModification-List					
RICactions-RemovedForModification-List	SEQUENCE	RICactions-RemovedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-RemovedForModification-List	SEQUENCE	RICactions-RemovedForModification-List		RICaction-RemovedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-RemovedForModification-List	SEQUENCE	RICactions-RemovedForModification-List		ID	id-RICaction-RemovedForModification-Item				1	
RICaction-RemovedForModification-Item	SEQUENCE	RICaction-RemovedForModification-Item		ricActionID	RICactionID					
RICactions-FailedToBeRemovedForModification-List	SEQUENCE	RICactions-FailedToBeRemovedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-FailedToBeRemovedForModification-List	SEQUENCE	RICactions-FailedToBeRemovedForModification-List		RICaction-FailedToBeRemovedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-FailedToBeRemovedForModification-List	SEQUENCE	RICactions-FailedToBeRemovedForModification-List		ID	id-RICaction-FailedToBeRemovedForModification-Item				1	
RICaction-FailedToBeRemovedForModification-Item	SEQUENCE	RICaction-FailedToBeRemovedForModification-Item		ricActionID	RICactionID					
RICaction-FailedToBeRemovedForModification-Item	SEQUENCE	RICaction-FailedToBeRemovedForModification-Item		cause	Cause					
RICactions-ModifiedForModification-List	SEQUENCE	RICactions-ModifiedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-ModifiedForModification-List	SEQUENCE	RICactions-ModifiedForModification-List		RICaction-ModifiedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ModifiedForModification-List	SEQUENCE	RICactions-ModifiedForModification-List		ID	id-RICaction-ModifiedForModification-Item				1	
RICaction-ModifiedForModification-Item	SEQUENCE	RICaction-ModifiedForModification-Item		ricActionID	RICactionID					
RICaction-ModifiedForModification-Item	SEQUENCE	RICaction-ModifiedForModification-Item		2025	by					
RICactions-FailedToBeModifiedForModification-List	SEQUENCE	RICactions-FailedToBeModifiedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-FailedToBeModifiedForModification-List	SEQUENCE	RICactions-FailedToBeModifiedForModification-List		RICaction-FailedToBeModifiedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-FailedToBeModifiedForModification-List	SEQUENCE	RICactions-FailedToBeModifiedForModification-List		ID	id-RICaction-FailedToBeModifiedForModification-Item				1	
RICaction-FailedToBeModifiedForModification-Item	SEQUENCE	RICaction-FailedToBeModifiedForModification-Item		ricActionID	RICactionID					
RICaction-FailedToBeModifiedForModification-Item	SEQUENCE	RICaction-FailedToBeModifiedForModification-Item		cause	Cause					
RICactions-AddedForModification-List	SEQUENCE	RICactions-AddedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-AddedForModification-List	SEQUENCE	RICactions-AddedForModification-List		RICaction-AddedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-AddedForModification-List	SEQUENCE	RICactions-AddedForModification-List		ID	id-RICaction-AddedForModification-Item				1	
RICaction-AddedForModification-Item	SEQUENCE	RICaction-AddedForModification-Item		ricActionID	RICactionID					
RICactions-FailedToBeAddedForModification-List	SEQUENCE	RICactions-FailedToBeAddedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-FailedToBeAddedForModification-List	SEQUENCE	RICactions-FailedToBeAddedForModification-List		RICaction-FailedToBeAddedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-FailedToBeAddedForModification-List	SEQUENCE	RICactions-FailedToBeAddedForModification-List		ID	id-RICaction-FailedToBeAddedForModification-Item				1	
RICaction-FailedToBeAddedForModification-Item	SEQUENCE	RICaction-FailedToBeAddedForModification-Item		ricActionID	RICactionID					
RICaction-FailedToBeAddedForModification-Item	SEQUENCE	RICaction-FailedToBeAddedForModification-Item		cause	Cause					
RICaction-FailedToBeAddedForModification-Item	SEQUENCE	RICaction-FailedToBeAddedForModification-Item		---	RIC					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		RICsubscriptionModificationFailure-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		ID	id-RICrequestID					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		ID	id-RANfunctionID					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		ID	id-Cause					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		ID	id-CriticalityDiagnostics					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		---	RIC					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		2025	by					
RICsubscriptionModificationFailure	SEQUENCE	RICsubscriptionModificationFailure		---	RIC					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		RICsubscriptionModificationRequired-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		ID	id-RICrequestID					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		PRESENCE	mandatory					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		ID	id-RANfunctionID					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		PRESENCE	mandatory					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		ID	id-RICactionsRequiredToBeModified-List					
RICsubscriptionModificationRequired	SEQUENCE	RICsubscriptionModificationRequired		ID	id-RICactionsRequiredToBeRemoved-List					
RICactions-RequiredToBeModified-List	SEQUENCE	RICactions-RequiredToBeModified-List		OF	ProtocolIESingleContainer				1	
RICactions-RequiredToBeModified-List	SEQUENCE	RICactions-RequiredToBeModified-List		RICaction-RequiredToBeModified-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-RequiredToBeModified-List	SEQUENCE	RICactions-RequiredToBeModified-List		ID	id-RICaction-RequiredToBeModified-Item				1	
RICaction-RequiredToBeModified-Item	SEQUENCE	RICaction-RequiredToBeModified-Item		ricActionID	RICactionID					
RICaction-RequiredToBeModified-Item	SEQUENCE	RICaction-RequiredToBeModified-Item		ricTimeToWait	RICtimeToWait					
RICactions-RequiredToBeRemoved-List	SEQUENCE	RICactions-RequiredToBeRemoved-List		OF	ProtocolIE-SingleContainer				1	
RICactions-RequiredToBeRemoved-List	SEQUENCE	RICactions-RequiredToBeRemoved-List		RICaction-RequiredToBeRemoved-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-RequiredToBeRemoved-List	SEQUENCE	RICactions-RequiredToBeRemoved-List		ID	id-RICaction-RequiredToBeRemoved-Item				1	
RICaction-RequiredToBeRemoved-Item	SEQUENCE	RICaction-RequiredToBeRemoved-Item		ricActionID	RICactionID					
RICaction-RequiredToBeRemoved-Item	SEQUENCE	RICaction-RequiredToBeRemoved-Item		cause	Cause					
RICaction-RequiredToBeRemoved-Item	SEQUENCE	RICaction-RequiredToBeRemoved-Item		---	RIC					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		RICsubscriptionModificationConfirm-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RICrequestID					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		PRESENCE	mandatory					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RANfunctionID					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		PRESENCE	mandatory					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RICactionsConfirmedForModification-List					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RICactionsRefusedToBeModified-List					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		2025	by					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RICactionsConfirmedForRemoval-List					
RICsubscriptionModificationConfirm	SEQUENCE	RICsubscriptionModificationConfirm		ID	id-RICactionsRefusedToBeRemoved-List					
RICactions-ConfirmedForModification-List	SEQUENCE	RICactions-ConfirmedForModification-List		OF	ProtocolIESingleContainer				1	
RICactions-ConfirmedForModification-List	SEQUENCE	RICactions-ConfirmedForModification-List		RICaction-ConfirmedForModification-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ConfirmedForModification-List	SEQUENCE	RICactions-ConfirmedForModification-List		ID	id-RICaction-ConfirmedForModification-Item				1	
RICaction-ConfirmedForModification-Item	SEQUENCE	RICaction-ConfirmedForModification-Item		ricActionID	RICactionID					
RICactions-RefusedToBeModified-List	SEQUENCE	RICactions-RefusedToBeModified-List		OF	ProtocolIE-SingleContainer				1	
RICactions-RefusedToBeModified-List	SEQUENCE	RICactions-RefusedToBeModified-List		RICaction-RefusedToBeModified-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-RefusedToBeModified-List	SEQUENCE	RICactions-RefusedToBeModified-List		ID	id-RICaction-RefusedToBeModified-Item				1	
RICaction-RefusedToBeModified-Item	SEQUENCE	RICaction-RefusedToBeModified-Item		ricActionID	RICactionID					
RICaction-RefusedToBeModified-Item	SEQUENCE	RICaction-RefusedToBeModified-Item		cause	Cause					
RICactions-ConfirmedForRemoval-List	SEQUENCE	RICactions-ConfirmedForRemoval-List		OF	ProtocolIE-SingleContainer				1	
RICactions-ConfirmedForRemoval-List	SEQUENCE	RICactions-ConfirmedForRemoval-List		RICaction-ConfirmedForRemoval-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-ConfirmedForRemoval-List	SEQUENCE	RICactions-ConfirmedForRemoval-List		ID	id-RICaction-ConfirmedForRemoval-Item				1	
RICaction-ConfirmedForRemoval-Item	SEQUENCE	RICaction-ConfirmedForRemoval-Item		ricActionID	RICactionID					
RICactions-RefusedToBeRemoved-List	SEQUENCE	RICactions-RefusedToBeRemoved-List		OF	ProtocolIE-SingleContainer				1	
RICactions-RefusedToBeRemoved-List	SEQUENCE	RICactions-RefusedToBeRemoved-List		RICaction-RefusedToBeRemoved-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactions-RefusedToBeRemoved-List	SEQUENCE	RICactions-RefusedToBeRemoved-List		ID	id-RICaction-RefusedToBeRemoved-Item				1	
RICaction-RefusedToBeRemoved-Item	SEQUENCE	RICaction-RefusedToBeRemoved-Item		ricActionID	RICactionID					
RICaction-RefusedToBeRemoved-Item	SEQUENCE	RICaction-RefusedToBeRemoved-Item		cause	Cause					
RICaction-RefusedToBeRemoved-Item	SEQUENCE	RICaction-RefusedToBeRemoved-Item		---	RIC					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		protocolIEs	ProtocolIE-Container					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		2025	by					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		RICsubscriptionModificationRefuse-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		ID	id-RICrequestID					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		ID	id-RANfunctionID					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		ID	id-Cause					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		ID	id-CriticalityDiagnostics					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		---	RIC					
RICsubscriptionModificationRefuse	SEQUENCE	RICsubscriptionModificationRefuse		---	RIC					
RICsubscriptionStateControlRequest	SEQUENCE	RICsubscriptionStateControlRequest		protocolIEs	ProtocolIE-Container					
RICsubscriptionStateControlRequest	SEQUENCE	RICsubscriptionStateControlRequest		RICsubscriptionStateControlRequest-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionStateControlRequest	SEQUENCE	RICsubscriptionStateControlRequest		ID	id-RICrequestID					
RICsubscriptionStateControlRequest	SEQUENCE	RICsubscriptionStateControlRequest		ID	id-RANfunctionStateControl-List					
RANfunctionStateControl-List	SEQUENCE	RANfunctionStateControl-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionStateControl-List	SEQUENCE	RANfunctionStateControl-List		RANfunctionStateControl-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionStateControl-List	SEQUENCE	RANfunctionStateControl-List		ID	id-RANfunctionStateControl-Item				1	
RANfunctionStateControl-List	SEQUENCE	RANfunctionStateControl-List		PRESENCE	mandatory				1	
RANfunctionStateControl-Item	SEQUENCE	RANfunctionStateControl-Item		ranFunctionID	RANfunctionID					
RANfunctionStateControl-Item	SEQUENCE	RANfunctionStateControl-Item		ricSubscriptionToBeSuspended-list	RICsubscriptionToBeSuspended-List		YES			
RANfunctionStateControl-Item	SEQUENCE	RANfunctionStateControl-Item		ricSubscriptionToBeResumed-list	RICsubscriptionToBeResumed-List		YES			
RICsubscriptionToBeSuspended-List	SEQUENCE	RICsubscriptionToBeSuspended-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionToBeResumed-List	SEQUENCE	RICsubscriptionToBeResumed-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionToBeResumed-List	SEQUENCE	RICsubscriptionToBeResumed-List		RICsubscriptionList-ItemIEs	E2AP-PROTOCOL-IES				1	
